participant_id,ID,healthy1,healthy2,healthy3,unhealthy,know_1,coresim_1,trust_1,caring_1,invest_1,satisfaction_1,alternatives_1,mutuality_1,interdependence_1,commitment_1,understanding_1,validation_1,selfact_1,physicalneeds_1,selfreg_1,sepIDs_1,physicalattraction_1,emotionalattraction_2,security_1,db_db1,db_db2,db_db3,db_db4,db_db5,db_db6,db_db7,db_db8,db_db9,db_db10,db_db11,db_db12,db_db13,db_db14,db_db15,db_db16,db_db17,db_db18,V43,db_db19,db_db20,db_db21,db_db22,ECR_ecr1,ECR_ecr2,ECR_ecr3,ECR_ecr4,ECR_ecr5,ECR_ecr6,ECR_ecr7,V55,ECR_ecr8,ECR_ecr9,SIS_SIS1,SIS_SIS2,SIS_SIS3,SIS_SIS4,race,sex,gender,orient,status,status_6_TEXT,length,exclusive,Live,Q40,V73,Q55_1,db_db_23,ECR_ECR_11,age,completed_date_time,CountryofBirth,CurrentCountryofResidence,EmploymentStatus,FirstLanguage,Nationality,StudentStatus,time_taken,SIS,ECR1,ECR2,ECR3,ECR4,ECR5,ECR6,ECR7,ECR8,ECR9,InsecureTotalMean,AvoidTotalMean,AnxiousTotalMean,AvoidxAnxious
5b115f4abd9c31000156affb,193,Love and trust,Just general happiness,"I would discribe a healthy relationship as the two people always loving and trusting each other.
I think behaviours of a healthy relationship is understanding each other and general happiness.","Probably the person would be sad, stressed or unhappy",1,21,50,50,3,49,50,50,49,50,50,50,2,23,22,50,49,50,50,5,6,5,7,7,7,4,7,3,7,3,6,3,3,1,7,1,3,NA,6,5,3,5,7,7,7,7,1,1,1,NA,1,1,4,5,4,5,White British,2,Female,Heterosexual,4,,192,1,1,None,NA,50,2,6,32,22:57:21,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,611.928,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1
5b11a9acc85dc400016213a1,122,"A relationship with mutual Respect and consideration for the other person. Both parties should be thoughtful of the other, and I think that covers any type of relationship, whether it be familial, romantic, or professional, etc.","I would have to discuss the relationship with that person. There's no way to look at a relationship and tell. I guess there could be some obvious signs, like if they'really doing unhealthy things, such as mental or physical abuse, in public, but they could also look perfect and be in an unhealthy relatiomship.","Thoughts and feelings could include love, respect, empathy, compassion, forgiveness... Again, treating one another how you would want to be treated. Genearly being kind, and wanting the best for another person.","Behaviors that I would find unhealthy would be dishonesty,  manipulation, physical violence, consistent verbal abuse, purposely isolating one another from other, healthy relationships in their lives, jelousy, being controlling and possessive.",20,37,50,49,39,24,29,-6,17,18,24,50,50,21,50,39,33,26,18,1,6,2,5,1,5,1,7,4,7,1,6,1,4,1,7,1,3,NA,3,5,1,7,6,6,6,5,3,5,5,NA,5,5,5,5,4,4,Caucasian,2,Female,Heterosexual,3,,108,1,2,,NA,27,2,6,30,22:38:07,United States,United States,Full-Time,English,United States,No,1197.69,4.5,2,2,2,3,3,5,5,5,5,3.5555555555555554,2.8333333333333335,5,14.166666666666668
5b14532ce9270900013c5bf6,319,where both partners are happy and loyal to each other.,"if there was lots of fights, then would know it wasnt",being happy and content. being excited about the future.,lots of fighting and arguments,30,15,30,30,10,15,20,0,5,25,15,10,10,15,15,16,30,30,20,5,5,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,4,NA,4,4,5,4,4,4,4,4,4,4,5,NA,4,4,2,2,2,2,White,1,Male,Straight,1,,NA,NA,NA,,NA,27,2,6,33,23:18:52,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,484.651,2,4,4,4,4,4,4,5,4,4,4.111111111111111,4,4.333333333333333,17.333333333333332
5b1659a24c72120001f193c6,300,Communication. Trust. No blaming,If we took the time to stop and listen to eachother. A healthy relationship makes you feel you can do anything,"Happiness, bliss. Great communication. You can feel you can talk to your partner about anything",Jealousy. Doubt. Anxiety,50,33,50,50,50,50,50,46,15,50,15,50,50,15,50,50,50,50,50,7,6,7,7,5,6,3,2,6,4,6,1,4,3,3,6,4,3,NA,3,4,3,6,3,2,4,3,5,5,6,NA,5,7,2,2,1,2,Caucasian,1,26,Straight,5,,13,1,1,No. Thank you!,NA,27,2,6,27,23:15:46,Canada,Canada,Part-Time,English,Canada,Yes,691.581,1.75,5,6,4,5,5,5,6,5,7,5.333333333333333,5,6,30
5b1689c53522660001b3c29b,290,"Two people who respect each other, make intentional time together, are not controlling or abusive and love each other.","By seeing if those people wanted to be together, spend time together, do fun activities together and take equal responsibility for the big and little things in life without taking each other for granted.","Mutual respect, listening and hearing each other, taking time for each other, clarifying things misunderstood, loving one another, talking through issues and helping each other.","Not wanting to spend time together, making excuses, not being truthful, avoiding open discussion, bitching to others about them, lack of respect, abusive behavior, no love between them.",50,41,50,50,50,50,50,21,32,50,32,50,50,42,50,31,50,50,41,5,5,5,7,4,7,5,6,6,5,3,7,3,6,3,7,3,6,NA,6,3,6,7,6,2,2,2,5,5,6,NA,6,4,5,5,5,5,White British,2,Female,Bi,5,,156,1,1,"No, it made me think about my relationship and question it's health.",NA,27,2,6,39,23:13:45,United Kingdom,United Kingdom,Other,English,United Kingdom,Yes,891.609,5,2,6,6,6,5,5,6,6,4,5.111111111111111,5,5.333333333333333,26.666666666666664
5b180d87db971600013d34db,42,"One where there is equal give and take. Where people talk openly and communicate and work towards making the relationship even better. Being present (physically, emotionally, etc)","If both participants were happy. Not all the time, that's unreasonable, but where they would be able to work through any problems together.","Being present (physically, emotionally, etc), open communication about anything, the desire and drive to improve.",If they talk poorly about each other when the other person isn't around.,40,25,50,47,36,45,11,0,20,35,37,31,32,34,20,26,38,39,50,2,7,1,6,1,6,1,4,4,4,1,6,3,5,1,7,1,4,NA,2,4,5,6,7,7,7,7,2,2,2,NA,2,2,2,2,3,3,Caucasian,1,Male,Bisexual,4,,40,1,1,,NA,NA,NA,NA,26,21:58:26,Canada,United States,Part-Time,English,Canada,Yes,479.267,2.5,1,1,1,1,2,2,2,2,2,1.5555555555555556,1.3333333333333333,2,2.6666666666666665
5b18618ebdf4e100016331d9,99,No secrets from each other. Always working on your relationship and never taking each other for granted.,From the way they talk about each other and body language.,"Trust
Loyalty 
Reliable 
Caring
Loving
Affectionate",You can tell in the way they act or talk about them. They might look upset or down.,50,21,40,50,50,50,20,NA,21,-20,50,50,50,50,NA,-9,50,50,-16,2,6,3,5,6,5,5,5,5,3,4,7,1,4,1,7,1,5,NA,3,3,1,7,7,7,6,7,1,6,6,NA,5,5,3,5,3,3,White,2,Female,Straight,5,,38,1,1,No,NA,27,2,6,35,22:31:16,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,No,706.349,3.5,1,1,2,1,1,6,6,5,5,3.111111111111111,2,5.333333333333333,10.666666666666666
5b1ac7ea88624c00013d5a1b,375,A relationship free from selfishness where both partners always think of each other as well as themselves,If it never feels scary or frustrating,Asking for consent. Discussing boundaries. Respecting the other personâ€™s viewpoint. Selflessness.,If one or both of the partners are behaving aggressively or controlling,30,43,18,48,41,50,26,16,11,30,46,46,22,15,45,43,25,50,27,3,6,5,6,3,5,7,4,5,3,4,3,5,2,4,5,6,5,NA,6,5,4,7,4,5,5,4,3,1,4,NA,3,4,5,3,4,3,White,1,Male,Heterosexual,1,,NA,NA,NA,,NA,27,2,6,24,23:35:14,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,1000.993,3.75,4,3,3,4,3,1,4,3,4,3.2222222222222223,3,3.6666666666666665,11
5b1dc328bdf4e100016394ff,21,A healthy relationship is one where both parties gain satisfaction and become healthier and happier in the relationship.  It involves mutual respect and fairness to each other.  It also involves trust.,"I don't think there's any way to know for sure because so much of a relationship happens behind closed doors, away from other people.  But the way I'd guess at the healthiness is by observing how the couple acted to each other.  Mainly, I would look at the respect they showed each other in public and when around friends/fmaily.","Thoughts: I respect the other person and I'm willing to continue respecting them, even when I disagree with this person.  Feelings: love, respect, caring.  Behaviors: treating the other person as you'd like to be treated.  Not staying angry when the other person upsets you.","If it were my relationship, I would know by how we treat each other.  For example, the feeling I get when I'm around the other person.  Do I dread seeing them or do I look forward to it?  Do I feel like making time for them or do I avoid making time?  For someone else's relationship, I would judge the healthiness by how much the couples show respect to each other in front of other people
",30,16,50,44,21,38,44,7,21,40,35,39,25,-36,12,27,21,39,31,1,7,5,6,1,4,2,6,3,6,3,3,2,5,1,6,3,4,NA,1,4,5,7,5,5,6,6,2,3,1,NA,2,1,2,2,3,2,Hispanic,1,male,straight,4,,15,1,1,"Nothing, no.",NA,NA,NA,NA,39,21:40:45,United States,United Kingdom,Full-Time,English,United States,No,1318.575,2.25,3,3,2,2,2,3,1,2,1,2.111111111111111,2.5,1.3333333333333333,3.333333333333333
5b1f02823522660001b469a0,194,"A well balanced relationship, two people that can talk openly about anything and also enjoy each others company but also be able to spend time away from each other without causing issues.",The people within the relationship would be happy and content and also feel positive about their time with the other person.,Happiness. Trust. Openness. Love. Respect. Appreciation. Understanding.,You would not be happy. The relationship would feel draining and one sided. There woukd be more negatives than positives.,50,25,50,31,40,21,15,15,35,45,50,50,50,10,41,20,30,50,50,3,6,4,5,4,5,3,5,2,5,2,5,4,4,3,5,3,4,NA,3,5,3,5,7,7,7,6,2,3,5,NA,5,5,2,4,2,2,White,2,Female,Bisexual,1,,NA,NA,NA,,NA,27,2,6,31,22:57:22,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,822.12,2.5,1,1,1,2,2,3,5,5,5,2.7777777777777777,1.6666666666666667,5,8.333333333333334
5b20590b68a5ed000173d733,176,Where each party in the relationship are happy and I not feeling emotionally or physically put down by the other party on a constant,If I felt physically and emotionally stable and I did not wish for the relationship to end,"You feel content, comfortable and happy within the relationship
You can behave in a way that is true to your personality without feeling that it annoys the other person",If you were unstable physically or emotionally and were wishing for the relationship to end,42,42,50,29,20,28,14,15,39,42,50,44,23,20,9,15,40,50,40,3,5,3,6,3,3,3,5,3,5,3,5,3,3,3,5,2,3,NA,3,5,3,5,5,7,7,7,2,1,3,NA,3,3,4,4,2,3,White,2,Female,Straight,2,,4,1,2,No it was clear,NA,27,2,6,19,22:53:22,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Yes,563.414,3.25,3,1,1,1,2,1,3,3,3,2,1.5,3,4.5
5b209172bdf4e1000163cb28,261,equals. Both parties need to be attentive to each others needs. Both should respect each others space. A healthy relationship is about give and take.,ones happiness could partly show a healthy relationship.,"anticipating each others needs. Feeling content, loved, happy.",arguing/fighting a lot. Possessiveness. Jealousy.,44,41,43,42,40,39,48,48,34,50,34,38,43,43,36,40,41,39,44,4,5,5,5,4,4,3,5,3,5,4,5,3,3,3,4,3,5,NA,3,4,4,5,6,6,6,6,2,3,2,NA,4,4,4,4,3,3,white,2,female,heterosexual,5,,108,1,1,n/a,NA,27,2,6,41,23:10:56,United States,Ireland,Full-Time,English,United States,No,717.122,3.5,2,2,2,2,2,3,2,4,4,2.5555555555555554,2.1666666666666665,3.3333333333333335,7.222222222222222
5b222fe660c40e000103a5d4,124,"a relationship in which you make each other laugh and support each other to reach goals. Even if there are lots of differences in interests, a mutual respect is in place that allowed each individual to be independent with out fear of jealousy.",it would be discussed positively and the individual would seem happy in themselves and not drained or complaining,"partners would be both happy to spend time together, they would think positive thoughts about each other and feel love and mutual respect. they would argue occasionally but in a healthy way that does not degrade or belittle, and would reach compromise. They would have the same wants out of life or would be willing to allow independence through trust.","if i was unhappy on a regular basis and began lying/ being closed or dishonest to my partner, or having feelings of resentment",50,50,50,50,38,50,-27,-32,38,49,50,50,50,38,50,50,44,50,33,3,6,5,6,5,6,7,6,7,6,5,7,5,6,2,6,5,7,NA,7,6,5,7,7,7,7,7,1,2,1,NA,1,1,4,4,4,4,White British,2,Female,Hetrosexual,3,,75,1,1,,NA,NA,NA,NA,24,22:39:24,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Yes,2183.701,4,1,1,1,1,1,2,1,1,1,1.1111111111111112,1.1666666666666667,1,1.1666666666666667
5b25100be72c860001632802,229,"happy together
great sex
trust
laughter
enjoying being together",if they were happy and it showed,"looking happy
not appearing stressed or bitching about their partner","never looking happy
signs of abuse etc",41,30,46,50,50,50,-37,-21,-6,47,NA,50,44,45,28,36,50,50,44,5,5,5,6,5,5,4,6,5,6,5,6,5,6,2,5,2,2,NA,5,5,3,6,5,5,5,5,3,5,5,NA,4,5,2,3,2,1,white,2,female,straight,1,,NA,NA,NA,no,NA,-27,2,6,44,23:04:56,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,No,866.01,2,3,3,3,3,3,5,5,4,5,3.7777777777777777,3.3333333333333335,4.666666666666667,15.555555555555557
5b2839695b5c0900018ad75c,171,A relationship where two individuals work together and help each other without non stop arguements. Arguements are common and fine but not when its everyday and could tear the relationship apart.,"By how the two act, I wouldn't be able to know what its like at their home. But if they present themselves in such a why that is good and caring/kind towards each other.",Feeling of safety and warmth with the other person. Non passive agression or animosity towards the other. Trusting one another without the fear of being cheated on or hurt.,"They would argue a lot. Have a lot of trust issues going on. Feel like you are not loved anymore, or feel used.",36,50,50,10,50,0,0,0,20,38,50,10,30,0,20,0,5,50,50,4,6,5,4,6,7,6,7,4,5,6,3,5,2,3,6,3,4,NA,4,5,4,4,7,6,7,7,3,5,4,NA,1,5,3,3,3,2,Caucasian,1,Male,Straight,1,,NA,NA,NA,"Nope, I would just try to make it easier for the ""Completely disagree, moderatively...etc"" To be easily seen instead of scrolling all the way up the top of the page to make sure I am selecting the right one.",NA,27,2,6,24,22:51:41,United States,United States,Full-Time,English,United States,No,999.225,2.75,1,2,1,1,3,5,4,1,5,2.5555555555555554,2.1666666666666665,3.3333333333333335,7.222222222222222
5b29996c0ec82d0001d26425,199,Loving and caring,The connection they had and how they spoke to one another,Being loving towards one another. Being kind and showing respect,How the person would act and show there feelings,44,45,43,42,39,36,36,41,40,38,36,34,35,38,27,30,34,27,33,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,NA,4,3,4,4,4,4,3,4,4,4,4,NA,4,4,1,2,3,3,White,1,Male,Striaght,1,,NA,NA,2,,NA,27,2,6,29,22:58:34,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,390.335,2.25,4,4,5,4,4,4,4,4,4,4.111111111111111,4.166666666666667,4,16.666666666666668
5b2bf7167297750001c792d6,226,Being open and honset with eachother. Trust.,Happy to see eachother. Getting on well. Enjoying life together,"Love, Trust, Happy, Content, Kindness",If you dont feel happy,32,21,22,21,22,21,33,10,-10,-29,30,35,35,10,20,20,30,25,30,3,6,5,5,2,3,3,5,5,4,3,5,4,3,3,5,3,4,NA,5,5,4,5,7,5,5,5,2,2,4,NA,5,5,2,3,3,3,White,1,Male,Straight,1,,NA,NA,NA,,NA,27,2,6,30,23:04:23,United Kingdom,United Kingdom,Unemployed (and job seeking),English,United Kingdom,No,966.599,2.75,1,3,3,3,2,2,4,5,5,3.111111111111111,2.3333333333333335,4.666666666666667,10.888888888888891
5b315df35ec88400018d2309,111,"A ""healthy relationship"" for me is when the people involved respect, trust, and are honest, and involve each other in everything","I would know if it is health if we are in contact with each other and care about the bond we have that is trustworthy, honest and respectful with all people involved.","The thought of a healthy relationship is when the people in the relationship base the contact between the people to love one another and provide all the factors named before. The feelings that are involved can include love, respect, affection, devotion, and joy. The behaviors that can include a healthy relationship is taking responsibility and communicate with each other.","I would know if the relationship was not healthy when the behaviors, traits, and feelings that make a healthy relationship are not present.",25,21,41,26,35,-30,11,NA,11,32,22,22,31,40,41,10,-21,15,42,2,4,5,5,2,4,4,6,5,5,6,2,4,2,2,5,3,4,NA,3,5,3,5,5,5,5,6,2,3,3,NA,2,2,2,3,2,1,Hispanic,1,Male,Hetrosexual,1,,6,1,2,,NA,NA,NA,NA,20,22:34:37,United States,United States,Unemployed (and job seeking),English,United States,Yes,1540.895,2,3,3,3,2,2,3,3,2,2,2.5555555555555554,2.6666666666666665,2.3333333333333335,6.222222222222222
5b356464a2982a0001ddb8cb,335,The people in the relationship communicate honestly and love each other.,They would feel loved and safe.,A healthy relationship is built on trust and communication. Healthy relationships include respect for each other.,If they felt neglected or hurt by the other person.,35,27,50,23,50,33,16,9,9,-6,50,50,43,42,50,40,39,50,50,5,6,6,6,3,4,2,5,4,5,3,6,3,3,4,6,3,7,NA,5,4,5,7,7,7,7,6,3,3,2,NA,2,5,3,4,3,4,white,2,female,bi,3,,36,1,1,,NA,-27,2,6,23,23:21:57,United States,United States,Part-Time,English,United States,No,535.49,3.5,1,1,1,2,3,3,2,2,5,2.2222222222222223,1.8333333333333333,3,5.5
5b376f5eac7a460001f8b868,269,"Good communication, mutual respect, support, honesty, trust",happy and content with each other,"Good communication - talking to each other and sharing thoughts/feelings that are important to you

Honesty which goes hand-in-hand with trust because it's tough to trust someone when one of you isn't being honest. 

support for when one needs it.

mutual respect in a relationship so that each person values the other and understands the other person's boundaries.

","when the relationshp has mean, disrespectful, controlling, or abusive behavior.",45,30,50,50,30,50,30,40,42,50,50,40,50,10,31,40,31,NA,20,6,7,3,7,6,6,4,6,5,5,5,7,6,3,3,7,4,3,NA,5,3,5,6,7,7,7,6,1,1,3,NA,3,5,2,2,2,2,asian,1,male,straight,1,,NA,NA,2,,NA,27,2,6,36,23:11:53,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,No,1679.169,2,1,1,1,2,1,1,3,3,5,2,1.1666666666666667,3.6666666666666665,4.277777777777778
5b3a694a06f9f90001fb9eb7,214,"Not demanding of the other person, very trusting. 
Open and where neither person feels like a burden or like they are more involved. 
Everyone feels wanted","Not constantly worried about the other person when theyâ€™re not around. Willing to step back and just have faith in the other person.
Wanting your partner to be happy above all else.","Wanting the best for them. Hoping they are happy above all else. 
Compromise on both sides","The other person is very judgemental about their partner; very selfish. Holds them back and will willingly do things even when they know it will upset their partner. 
No room for compromise, acts differently to their partner than they do to others",20,3,50,41,41,5,4,15,-3,25,23,45,17,-1,7,39,-2,22,46,3,6,3,6,3,1,6,2,1,2,1,5,2,1,3,5,2,2,NA,3,4,5,7,6,6,5,6,3,2,2,NA,2,3,4,4,4,3,White - British,2,Female,Bisexual,1,,NA,NA,NA,I sort of would have liked to have a way to show how I feel about how healthy previous relationships were. The questions related to your â€œcurrent partner or previous partner if singleâ€ I felt I couldnâ€™t answer properly as my only â€˜properâ€™ relationship was very toxic,NA,27,2,6,22,23:02:27,United Kingdom,United Kingdom,Other,English,United Kingdom,Yes,1225.809,3.75,2,2,3,2,3,2,2,2,3,2.3333333333333335,2.3333333333333335,2.3333333333333335,5.4444444444444455
5b3d6a9ec2aa1000017781a0,374,A happy relationship is a healthy relationship,"My wife is my best friend, she loves me and helps me in life as a whole.  We like being together and enjoy each others company.","Loving relationship
Sexual relationship
Best friends
Enjoying each others company","Relationships that are not healthy tend to be less talkative.  Couples lose interest in each other's interests, feelings, no sexual relationship or at least not much contact and touch.",35,35,40,40,30,40,30,30,30,30,30,30,30,20,30,10,50,30,30,3,6,3,5,5,5,3,5,7,5,2,4,3,4,3,5,3,4,NA,5,5,3,4,7,5,7,7,1,1,1,NA,1,1,1,1,1,3,White,1,Male,Straight,5,,196,1,1,Nothing confusing.  I found the survey very interesting and thank you for inviting me.,NA,27,2,6,63,23:35:06,United Kingdom,Chile,Full-Time,English,United Kingdom,No,1213.235,1.5,1,3,1,1,1,1,1,1,1,1.2222222222222223,1.3333333333333333,1,1.3333333333333333
5b3e37b781b0c00001f7e95e,35,"A healthy relationship has trust between the people involved, as well as strong communication. The people should both feel like their needs in the relationship are being met and if something changes that, they should feel comfortable addressing the issue.","I would feel comfortable with them, talking to them and feel content with the nature of the relationship, what I put in and what I get out.","A feeling of comfort or contentment in the relationship.
An appropriate balance of needs and support in the relationship.
Strong communication appropriate to the relationship.","I think I would know because if I had an issue in the relationship I wouldn't feel comfortable or want to address it with them, or if I did try and address it they would ignore it or otherwise not address my issues. There would be an inappropriately large amount of unresolved negative feelings.",30,25,50,45,50,50,50,30,30,35,50,50,40,50,50,46,35,50,50,3,6,3,7,2,7,3,7,3,7,2,5,4,5,1,7,1,5,NA,2,5,2,7,6,7,7,5,3,3,2,NA,2,3,2,2,2,2,Caucasian,1,Male,Heterosexual,1,,NA,NA,NA,"It is a little hard to answer the masculine-feminine questions, specifically the interests and acting ones. I'm male but I regularly cook and bake for family and friends, are these feminine pursuits? The dichotomy of the question necessarily implies that certain activities are gendered when this is becoming less and less the case as time goes on.",NA,NA,NA,NA,23,21:46:01,Canada,Canada,Full-Time,English,Canada,Yes,973.606,2,2,1,1,3,3,3,2,2,3,2.2222222222222223,2.1666666666666665,2.3333333333333335,5.055555555555555
5b3f880e1581c70001e8bee6,143,"Communication, mutual security, happiness.","If I felt comfortable, and I knew she/he felt the same.","'-To be able to communicate freely
-To love, and be able to depend on each other
-To be able to spend time apart without ill feeling
-Sexual compatibility","Discomfort, ill feeling, jealousy, unhappiness.",30,10,50,20,30,30,10,-20,-20,30,20,20,50,20,30,50,30,50,30,3,5,5,5,2,5,4,5,3,5,2,5,2,2,1,5,2,5,NA,2,4,5,7,5,5,5,5,3,5,3,NA,2,2,2,2,2,2,White,1,Male,Bisexual,3,,13,1,1,Nothing especially negative.,NA,27,2,6,28,22:44:56,United Kingdom,United Kingdom,Unemployed (and job seeking),English,United Kingdom,No,479.235,2,3,3,3,3,3,5,3,2,2,3,3.3333333333333335,2.3333333333333335,7.777777777777779
5b44bd7db080520001e0e566,263,"loving, caring, share mutual respect from one another, happy, express yourself when needed","that they show that they're happy together, even though sometimes it might be bad, they work through anything together to make things right","wanting to be with the person,","potential gaslighting of the other, physical/ physiological abuse",41,30,44,43,41,45,45,45,45,40,40,42,39,40,37,38,41,43,42,3,6,4,6,5,6,4,5,6,4,4,5,5,4,3,5,4,5,NA,4,5,3,6,6,5,6,5,2,5,3,NA,2,2,1,1,1,1,white,1,male,heterosexual,2,,20,1,2,,NA,27,2,6,24,23:11:09,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,696.068,1,2,3,2,3,2,5,3,2,2,2.6666666666666665,2.8333333333333335,2.3333333333333335,6.611111111111112
5b47e287bc06c90001f8b67d,278,Good communication and honesty,If you enjoyed each others company.,Respect for each other is key for a healthy relationship. And understanding each other fully.,If you were spending less Time together and we're arguing.,30,41,44,31,36,29,6,16,19,25,42,29,42,33,32,29,29,28,33,4,5,5,5,5,6,5,6,7,4,4,5,5,2,4,6,4,5,NA,3,3,3,5,5,6,6,7,3,3,2,NA,2,2,3,2,2,3,White british,1,Male,Bi sexual,5,,60,4,1,,NA,27,2,6,34,23:12:20,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,637.632,2.5,3,2,2,1,3,3,2,2,2,2.2222222222222223,2.3333333333333335,2,4.666666666666667
5b49cc4bb8d9730001be3b7e,138,Loving relationship with the right amount of mutual trust.,Both happy and content. No control over one another.,Trust in one another. The want to be together but not obsessive. Happiness and contentness with each other.,Constant arguing/ being upset. A level of control demonstrated. Fear.,30,18,-18,47,48,43,28,-15,15,50,47,44,48,40,50,31,48,48,40,5,4,5,6,4,5,4,5,4,5,4,6,3,5,3,5,3,5,NA,3,4,3,5,6,6,7,6,1,2,3,NA,2,3,3,3,3,4,White,2,Female,Straight,3,,29,1,2,,NA,27,6,6,24,22:42:58,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,1022.765,3.25,2,2,1,2,1,2,3,2,3,2,1.6666666666666667,2.6666666666666665,4.444444444444445
5b4a5db319f8e70001b7efdd,145,a healthy relationship is a relationship in which each party has mutual respect for one another and has a good connection with the other person. Fights are allowed as long as they result in a better outcome than previous,I would know based on how the relationship is conducted on a day to day basis. If I am constantly arguing or resenting to talk to or hang out with the other individual that is not healthy. Whereas if i wish to talk to them or see them that is healthy. Other ways are asking other individuals on the outside their perceptions based on my interactions,"You have happy emotions
You fight, but it is never physical or abusive
there is synergy (sum is greater than parts)","If the other individual physically or mentally abuses the other person.
if the individual is not faithful and cheats on the other person
If the individual doesnt care or think about how thier actions can impact the other party",50,0,41,41,47,33,27,34,13,36,31,38,27,16,27,30,10,40,36,3,5,6,7,2,6,6,7,5,3,3,6,3,6,1,6,3,3,NA,5,5,3,6,7,7,7,7,2,3,1,NA,3,2,4,2,2,1,chinese,1,male,heterosexual,3,,10,1,2,,NA,27,2,6,21,22:45:13,Canada,Canada,Full-Time,English,Canada,Yes,643.964,2.25,1,1,1,1,2,3,1,3,2,1.6666666666666667,1.5,2,3
5b4b648657e0200001fd601d,325,"A joining of two people who have love and affection for each other, where neither seek to dominate or control the relationship.","If the positives of being in the relationship outweigh the negatives, and if being with the other person makes you feel like you're a more complete and whole person than you would be on your own.","Loving someone, and feeling love in return.
Being in a relationship where your partner supports your goals and encourages you to achieve them.
Being in a relationship where your partner can be honest enough to point out your flaws and help steer you onto a better path.",If you don't feel like you're an equal partner in the relationship. If friends can see flaws in it that you don't see yourself. If you find yourself making excuses for your partner's actions.,45,30,10,20,40,30,10,40,35,30,20,45,40,10,20,25,20,45,25,1,5,3,6,3,5,1,6,4,5,1,5,2,3,1,7,2,6,NA,5,6,4,7,6,6,6,7,3,3,1,NA,4,4,3,2,3,2,White,1,Male,Heterosexual,3,,84,1,1,"No, this study was straightforward and easy to complete.",NA,27,2,6,33,23:19:50,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,1288.421,2.5,2,2,2,1,3,3,1,4,4,2.4444444444444446,2.1666666666666665,3,6.5
5b4bf28864ce80000195fe68,144,One that is full of trust and meaningness,By trusting the other person.,"Trust with each other
Love each other
Worry about each other",By not trusting them,38,27,50,50,29,20,50,27,29,21,29,19,24,15,24,17,28,37,29,1,6,4,5,3,4,5,5,5,5,4,6,4,4,1,6,2,3,NA,3,3,5,7,7,7,7,7,1,1,2,NA,1,2,2,1,3,4,White,1,Male,Straight,1,,NA,NA,NA,,NA,27,2,6,20,22:45:07,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Yes,702.851,2.5,1,1,1,1,1,1,2,1,2,1.2222222222222223,1,1.6666666666666667,1.6666666666666667
5b4e5639ea947200018cb3e2,140,"Communication. 
Space.
Personal Interests.
Open and trustworthy.","Happiness.
Fulfillment.
Lots of Photos together.
Traveling.","Active lifestyle with holidays planned for the future, Active sex life, Happiness.","Depressed
Not Motivated
Sad.
Uninviting self to events.",32,27,8,42,33,33,12,38,26,25,39,34,40,32,25,48,41,41,41,5,5,4,3,6,5,3,6,4,4,5,6,5,4,2,5,4,5,NA,5,5,3,5,6,6,5,5,3,4,5,NA,4,4,2,3,2,2,White,1,Male,Straight,2,,NA,NA,NA,,NA,27,2,6,29,22:43:13,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,No,501.525,2.25,2,2,3,3,3,4,5,4,4,3.3333333333333335,2.8333333333333335,4.333333333333333,12.277777777777777
5b546bb3303c33000165e85a,343,"Caring, Loving, trusting, unconditional, some jealousy, friendship, partners",If they are happy and content with partner,Concerned for your partner. Interested in your partners life. Trying to make one another happy.,"If it became toxic. Yelling, fighting, and not trying to work through issues.",32,41,41,50,31,32,41,11,20,22,21,31,20,31,21,10,34,41,31,3,5,6,5,2,5,3,6,5,6,2,6,3,5,1,7,2,3,NA,1,6,2,6,7,5,6,6,3,5,3,NA,6,7,1,1,1,1,caucasian,1,male,straight,5,,120,1,1,,NA,27,2,6,32,23:23:46,United States,United States,Full-Time,English,United States,No,536.798,1,1,3,2,2,3,5,3,6,7,3.5555555555555554,2.6666666666666665,5.333333333333333,14.222222222222221
